,Lake,d2H
Ter,Majajarvi,-112.58816082251
Ter,Majajarvi,-132.77445401315
Ter,Majajarvi,-112.570313115593
Ter,Majajarvi,-121.085611305866
Ter,Majajarvi,-122.2160486151
Ter,Majajarvi,-112.403498966849
Ter,Majajarvi,-132.880559341419
Ter,Majajarvi,-119.683256372502
Ter,Majajarvi,-126.207230696985
Ter,Majajarvi,-123.304264062115
Ter,Majajarvi,-124.972561124514
Ter,Majajarvi,-124.208292992901
Ter,Majajarvi,-127.011831270872
Ter,Majajarvi,-114.919376958092
Ter,Majajarvi,-107.87782955392
Ter,Majajarvi,-116.004957620368
Ter,Majajarvi,-152.431127572329
Ter,Majajarvi,-108.841240541113
Ter,Majajarvi,-126.653200854257
Ter,Majajarvi,-135.577701942864
Ter,Majajarvi,-109.462845240906
Ter,Majajarvi,-139.84325990741
Ter,Majajarvi,-101.966276395987
Ter,Majajarvi,-127.141689808836
Ter,Majajarvi,-119.717371744314
Ter,Majajarvi,-111.038723922647
Ter,Majajarvi,-130.496243687818
Ter,Majajarvi,-139.988542495987
Ter,Majajarvi,-144.793690856374
Ter,Majajarvi,-127.754092976528
Ter,Majajarvi,-109.480268786699
Ter,Majajarvi,-128.512558803957
Ter,Majajarvi,-119.591417775086
Ter,Majajarvi,-115.538842169979
Ter,Majajarvi,-91.3220397531013
Ter,Majajarvi,-121.982374613012
Ter,Majajarvi,-118.092270050242
Ter,Majajarvi,-122.782178851227
Ter,Majajarvi,-145.593384265437
Ter,Majajarvi,-135.505962455631
Ter,Majajarvi,-104.261089091767
Ter,Majajarvi,-99.9468796321752
Ter,Majajarvi,-144.560817587228
Ter,Majajarvi,-99.6038715706933
Ter,Majajarvi,-132.151564515538
Ter,Majajarvi,-126.388322242734
Ter,Majajarvi,-124.922750050422
Ter,Majajarvi,-103.386521060908
Ter,Majajarvi,-128.03599648454
Ter,Majajarvi,-118.456371931206
Ter,Majajarvi,-114.919564325716
Ter,Majajarvi,-126.163803765169
Ter,Majajarvi,-118.538054993229
Ter,Majajarvi,-139.638371253229
Ter,Majajarvi,-134.920570855898
Ter,Majajarvi,-126.148632296758
Ter,Majajarvi,-119.86782879632
Ter,Majajarvi,-121.505370101414
Ter,Majajarvi,-119.77836943664
Ter,Majajarvi,-134.506808897274
Ter,Majajarvi,-114.910272711662
Ter,Majajarvi,-132.819519098546
Ter,Majajarvi,-136.364923324747
Ter,Majajarvi,-128.220456520732
Ter,Majajarvi,-126.923433692521
Ter,Majajarvi,-126.315854104668
Ter,Majajarvi,-114.360001792859
Ter,Majajarvi,-115.531370089175
Ter,Majajarvi,-111.142322214225
Ter,Majajarvi,-114.777547413557
Ter,Majajarvi,-119.596377876934
Ter,Majajarvi,-122.473877955571
Ter,Majajarvi,-116.732729371941
Ter,Majajarvi,-120.981717882472
Ter,Majajarvi,-108.530590648841
Ter,Majajarvi,-123.838918401772
Ter,Majajarvi,-136.164343437414
Ter,Majajarvi,-130.187989891803
Ter,Majajarvi,-132.973121010812
Ter,Majajarvi,-135.376070151311
Ter,Majajarvi,-139.510943955234
Ter,Majajarvi,-132.868674691871
Ter,Majajarvi,-106.365172469791
Ter,Majajarvi,-132.354321420411
Ter,Majajarvi,-131.292401591307
Ter,Majajarvi,-120.940419297708
Ter,Majajarvi,-116.191009438775
Ter,Majajarvi,-128.766465298489
Ter,Majajarvi,-137.737910112041
Ter,Majajarvi,-117.573131382212
Ter,Majajarvi,-119.822685633794
Ter,Majajarvi,-126.96300839226
Aq,Niemisjarvi,-189.586928168521
Aq,Niemisjarvi,-161.780873463576
Aq,Niemisjarvi,-164.879681227349
Aq,Niemisjarvi,-199.823221808642
Aq,Niemisjarvi,-235.95595971385
Aq,Niemisjarvi,-155.344204714123
Aq,Niemisjarvi,-180.340407665941
Aq,Niemisjarvi,-164.438300480873
Aq,Niemisjarvi,-231.05563916754
Aq,Niemisjarvi,-201.882380946868
Aq,Niemisjarvi,-183.174081080699
Aq,Niemisjarvi,-186.572400361273
Aq,Niemisjarvi,-204.012741323016
Aq,Niemisjarvi,-181.444305718817
Aq,Niemisjarvi,-174.197241783391
Aq,Niemisjarvi,-180.42613523325
Aq,Niemisjarvi,-223.389496748231
Aq,Niemisjarvi,-163.604578112713
Aq,Niemisjarvi,-203.099477777223
Aq,Niemisjarvi,-181.668539539573
Aq,Niemisjarvi,-167.842710875078
Aq,Niemisjarvi,-184.063305086019
Aq,Niemisjarvi,-212.728144746409
Aq,Niemisjarvi,-168.935654246555
Aq,Niemisjarvi,-193.490157472457
Aq,Niemisjarvi,-208.074886849304
Aq,Niemisjarvi,-154.511435801149
Aq,Niemisjarvi,-208.309993343305
Aq,Niemisjarvi,-186.04348368882
Aq,Niemisjarvi,-220.217285428567
Aq,Niemisjarvi,-197.530703212591
Aq,Niemisjarvi,-154.050165848417
Aq,Niemisjarvi,-169.250516448761
Aq,Niemisjarvi,-199.554400188449
Aq,Niemisjarvi,-211.227512050185
Aq,Niemisjarvi,-178.068966277511
Aq,Niemisjarvi,-175.936999441228
Aq,Niemisjarvi,-186.265361496823
Aq,Niemisjarvi,-179.419684442394
Aq,Niemisjarvi,-184.133481700874
Aq,Niemisjarvi,-170.692875069247
Aq,Niemisjarvi,-193.041656646406
Aq,Niemisjarvi,-144.161538725417
Aq,Niemisjarvi,-184.80711473501
Aq,Niemisjarvi,-190.0935741378
Aq,Niemisjarvi,-199.739940214803
Aq,Niemisjarvi,-176.139518573841
Aq,Niemisjarvi,-227.40197709879
Aq,Niemisjarvi,-184.907330169016
Aq,Niemisjarvi,-191.114051673407
Aq,Niemisjarvi,-209.365643080886
Aq,Niemisjarvi,-189.553265595879
Aq,Niemisjarvi,-209.845349438709
Aq,Niemisjarvi,-174.086510677062
Aq,Niemisjarvi,-166.144644459697
Aq,Niemisjarvi,-152.871836944481
Aq,Niemisjarvi,-210.248623191612
Aq,Niemisjarvi,-209.778537176026
Aq,Niemisjarvi,-182.593496407692
Aq,Niemisjarvi,-203.126084490857
Aq,Niemisjarvi,-152.597418067922
Aq,Niemisjarvi,-186.319440264942
Aq,Niemisjarvi,-166.065120310896
Aq,Niemisjarvi,-226.265107604383
Aq,Niemisjarvi,-223.513359511014
Aq,Niemisjarvi,-207.158312833974
Aq,Niemisjarvi,-157.547526344758
Aq,Niemisjarvi,-197.519448821327
Aq,Niemisjarvi,-210.880912329231
Aq,Niemisjarvi,-213.666111862531
Aq,Niemisjarvi,-184.36760050668
Aq,Niemisjarvi,-182.963123193767
Aq,Niemisjarvi,-173.107809450299
Aq,Niemisjarvi,-185.200608218318
Aq,Niemisjarvi,-192.700259849254
Aq,Niemisjarvi,-182.453543151204
Aq,Niemisjarvi,-175.193924725698
Aq,Niemisjarvi,-165.77153611888
Aq,Niemisjarvi,-185.254660638377
Aq,Niemisjarvi,-203.452345360182
Aq,Niemisjarvi,-171.331238819011
Aq,Niemisjarvi,-193.656857065996
Aq,Niemisjarvi,-195.697129279463
Aq,Niemisjarvi,-193.456385136183
Aq,Niemisjarvi,-153.048966731312
Aq,Niemisjarvi,-177.724477087337
Aq,Niemisjarvi,-194.735129628419
Aq,Niemisjarvi,-156.477994002286
Aq,Niemisjarvi,-212.373373669892
Aq,Niemisjarvi,-197.896894497285
Aq,Niemisjarvi,-162.75450537318
Aq,Niemisjarvi,-191.674578478894
Aq,Niemisjarvi,-211.419436064711
Aq,Niemisjarvi,-203.33866922943
Aq,Niemisjarvi,-187.451509609504
Aq,Niemisjarvi,-167.459119541243
Aq,Niemisjarvi,-202.157395214096
Aq,Niemisjarvi,-224.988368946723
Aq,Niemisjarvi,-221.330301498856
Aq,Niemisjarvi,-211.438408990965
Ter,Niemisjarvi,-112.457311742679
Ter,Niemisjarvi,-116.746072182773
Ter,Niemisjarvi,-94.5199221520876
Ter,Niemisjarvi,-116.781169308031
Ter,Niemisjarvi,-113.503305591014
Ter,Niemisjarvi,-111.637383194753
Ter,Niemisjarvi,-130.710220178035
Ter,Niemisjarvi,-102.571837194562
Ter,Niemisjarvi,-121.110629771859
Ter,Niemisjarvi,-83.5759753715283
Ter,Niemisjarvi,-113.659759427729
Ter,Niemisjarvi,-107.665890187219
Ter,Niemisjarvi,-104.130090316596
Ter,Niemisjarvi,-96.0972764419308
Ter,Niemisjarvi,-117.092066052521
Ter,Niemisjarvi,-100.234682555724
Ter,Niemisjarvi,-108.121506088938
Ter,Niemisjarvi,-100.825812997801
Ter,Niemisjarvi,-123.146714981914
Ter,Niemisjarvi,-122.427179758232
Ter,Niemisjarvi,-93.7194850187356
Ter,Niemisjarvi,-126.21737998272
Ter,Niemisjarvi,-121.402997158361
Ter,Niemisjarvi,-100.473624430757
Ter,Niemisjarvi,-126.081334865921
Ter,Niemisjarvi,-116.582317325908
Ter,Niemisjarvi,-108.447239437079
Ter,Niemisjarvi,-117.319793221256
Ter,Niemisjarvi,-106.636612049572
Ter,Niemisjarvi,-104.132311725064
Ter,Niemisjarvi,-126.942399544003
Ter,Niemisjarvi,-112.461453331899
Ter,Niemisjarvi,-131.521037195996
Ter,Niemisjarvi,-98.6484755595258
Ter,Niemisjarvi,-115.47798446732
Ter,Niemisjarvi,-132.613911616141
Ter,Niemisjarvi,-89.9028292739716
Ter,Niemisjarvi,-106.205196982483
Ter,Niemisjarvi,-112.638283995383
Ter,Niemisjarvi,-136.048983039601
Ter,Niemisjarvi,-111.178471066717
Ter,Niemisjarvi,-116.342979855377
Ter,Niemisjarvi,-135.502023578519
Ter,Niemisjarvi,-110.94202354875
Ter,Niemisjarvi,-79.9208464513964
Ter,Niemisjarvi,-100.559358354814
Ter,Niemisjarvi,-116.349519639686
Ter,Niemisjarvi,-88.7425130604181
Ter,Niemisjarvi,-111.023915282622
Ter,Niemisjarvi,-115.783682247895
Ter,Niemisjarvi,-119.279130673241
Ter,Niemisjarvi,-136.933486199989
Ter,Niemisjarvi,-111.335629409707
Ter,Niemisjarvi,-125.306067846692
Ter,Niemisjarvi,-133.190542622541
Ter,Niemisjarvi,-121.781640113485
Ter,Niemisjarvi,-128.267807680125
Ter,Niemisjarvi,-139.615170526358
Ter,Niemisjarvi,-112.633339498808
Ter,Niemisjarvi,-113.878877968947
Ter,Niemisjarvi,-112.149236961698
Ter,Niemisjarvi,-95.3645610937231
Ter,Niemisjarvi,-101.775150623311
Ter,Niemisjarvi,-120.550221866409
Ter,Niemisjarvi,-108.387754150928
Ter,Niemisjarvi,-137.760768894458
Ter,Niemisjarvi,-100.975679735333
Ter,Niemisjarvi,-115.216116140283
Ter,Niemisjarvi,-133.101172090451
Ter,Niemisjarvi,-107.865894588165
Ter,Niemisjarvi,-108.338657425362
Ter,Niemisjarvi,-111.362399898316
Ter,Niemisjarvi,-120.79618046773
Ter,Niemisjarvi,-126.394085821565
Ter,Niemisjarvi,-120.690529807841
Ter,Niemisjarvi,-109.859058837486
Ter,Niemisjarvi,-113.875846130114
Ter,Niemisjarvi,-100.675974470211
Ter,Niemisjarvi,-120.855131188082
Ter,Niemisjarvi,-122.25751445951
Ter,Niemisjarvi,-96.017461469585
Ter,Niemisjarvi,-109.149145045789
Ter,Niemisjarvi,-114.554451192419
Ter,Niemisjarvi,-123.625804430757
Ter,Niemisjarvi,-126.211040652776
Ter,Niemisjarvi,-118.325093695476
Ter,Niemisjarvi,-124.30079879107
Ter,Niemisjarvi,-106.075843157993
Ter,Niemisjarvi,-114.984501746062
Ter,Niemisjarvi,-123.543248864905
Ter,Niemisjarvi,-127.306100480157
Ter,Niemisjarvi,-113.644397555724
Ter,Niemisjarvi,-101.396025996289
Ter,Niemisjarvi,-109.298531966527
Ter,Niemisjarvi,-139.061555218438
Ter,Niemisjarvi,-96.3731642452226
Ter,Niemisjarvi,-122.473682990652
Ter,Niemisjarvi,-109.456640675386
Ter,Niemisjarvi,-121.340453311092
Ter,Niemisjarvi,-123.617417179937
Aq,Paajarvi,-185.630105942758
Aq,Paajarvi,-182.58734387241
Aq,Paajarvi,-183.729896032681
Aq,Paajarvi,-213.845965674622
Aq,Paajarvi,-186.086212118727
Aq,Paajarvi,-146.910851907346
Aq,Paajarvi,-203.4080119104
Aq,Paajarvi,-219.761980502933
Aq,Paajarvi,-152.066855144247
Aq,Paajarvi,-184.133437026201
Aq,Paajarvi,-202.250054858847
Aq,Paajarvi,-200.648230676727
Aq,Paajarvi,-203.786996182014
Aq,Paajarvi,-190.767154478347
Aq,Paajarvi,-142.248202356833
Aq,Paajarvi,-172.383725965511
Aq,Paajarvi,-215.690192332543
Aq,Paajarvi,-171.0122654088
Aq,Paajarvi,-161.812649041469
Aq,Paajarvi,-165.889639688537
Aq,Paajarvi,-187.587364917406
Aq,Paajarvi,-172.258165800541
Aq,Paajarvi,-211.310653075152
Aq,Paajarvi,-198.326064657532
Aq,Paajarvi,-224.803809038681
Aq,Paajarvi,-202.851576391173
Aq,Paajarvi,-154.357523031295
Aq,Paajarvi,-177.830137270077
Aq,Paajarvi,-185.573279440225
Aq,Paajarvi,-216.735938769636
Aq,Paajarvi,-160.522549919331
Aq,Paajarvi,-149.920021626186
Aq,Paajarvi,-182.900392472471
Aq,Paajarvi,-193.619332098921
Aq,Paajarvi,-146.425670989799
Aq,Paajarvi,-178.267311741019
Aq,Paajarvi,-204.129364338088
Aq,Paajarvi,-203.218540047456
Aq,Paajarvi,-209.298266192399
Aq,Paajarvi,-171.015950525737
Aq,Paajarvi,-239.209849611233
Aq,Paajarvi,-170.798650886851
Aq,Paajarvi,-147.179900638985
Aq,Paajarvi,-192.865407547354
Aq,Paajarvi,-210.741437466225
Aq,Paajarvi,-225.912654427376
Aq,Paajarvi,-183.268288824164
Aq,Paajarvi,-244.911062177148
Aq,Paajarvi,-198.945461825528
Aq,Paajarvi,-165.811760940889
Aq,Paajarvi,-145.266588243013
Aq,Paajarvi,-210.184580508014
Aq,Paajarvi,-203.297427811378
Aq,Paajarvi,-174.769201369902
Aq,Paajarvi,-208.34485228802
Aq,Paajarvi,-161.17019597206
Aq,Paajarvi,-184.090526211144
Aq,Paajarvi,-167.695191947272
Aq,Paajarvi,-174.943868900082
Aq,Paajarvi,-162.158702933711
Aq,Paajarvi,-187.136816864187
Aq,Paajarvi,-186.025475129188
Aq,Paajarvi,-170.527927125984
Aq,Paajarvi,-211.681554456074
Aq,Paajarvi,-165.870908945123
Aq,Paajarvi,-174.888667551881
Aq,Paajarvi,-163.210980013053
Aq,Paajarvi,-158.425690712284
Aq,Paajarvi,-214.302198775155
Aq,Paajarvi,-215.303481774728
Aq,Paajarvi,-207.854245362716
Aq,Paajarvi,-194.575409694132
Aq,Paajarvi,-174.87857280247
Aq,Paajarvi,-206.777603365529
Aq,Paajarvi,-166.557712422671
Aq,Paajarvi,-195.599337760065
Aq,Paajarvi,-227.91451525937
Aq,Paajarvi,-214.591208854436
Aq,Paajarvi,-179.511044156713
Aq,Paajarvi,-171.443044957337
Aq,Paajarvi,-196.020018126206
Aq,Paajarvi,-202.48824131283
Aq,Paajarvi,-125.964219971443
Aq,Paajarvi,-192.394379400386
Aq,Paajarvi,-154.135375980116
Aq,Paajarvi,-210.821717267998
Aq,Paajarvi,-172.178646502522
Aq,Paajarvi,-214.150863421934
Aq,Paajarvi,-167.176857427688
Aq,Paajarvi,-212.936287200173
Aq,Paajarvi,-203.107828648923
Aq,Paajarvi,-176.598387591781
Aq,Paajarvi,-227.83994662371
Aq,Paajarvi,-206.036494923778
Aq,Paajarvi,-128.604817394387
Aq,Paajarvi,-214.544157684155
Aq,Paajarvi,-154.241784794649
Aq,Paajarvi,-183.340391531261
Aq,Paajarvi,-215.192025206084
Aq,Paajarvi,-171.973419016492
Ter,Paajarvi,-105.233374094307
Ter,Paajarvi,-122.259034105597
Ter,Paajarvi,-116.823457886258
Ter,Paajarvi,-128.225871504934
Ter,Paajarvi,-124.621034171352
Ter,Paajarvi,-118.799569150114
Ter,Paajarvi,-122.076560291302
Ter,Paajarvi,-107.720671355858
Ter,Paajarvi,-129.917222897213
Ter,Paajarvi,-142.578521427717
Ter,Paajarvi,-118.073888950315
Ter,Paajarvi,-110.918675912892
Ter,Paajarvi,-127.026795280445
Ter,Paajarvi,-111.563752332884
Ter,Paajarvi,-126.835969116154
Ter,Paajarvi,-124.821744407344
Ter,Paajarvi,-136.739197538427
Ter,Paajarvi,-139.042399073705
Ter,Paajarvi,-134.216660562438
Ter,Paajarvi,-117.259572705071
Ter,Paajarvi,-114.965184801116
Ter,Paajarvi,-119.114648064321
Ter,Paajarvi,-127.618128186928
Ter,Paajarvi,-126.390769505446
Ter,Paajarvi,-133.612978626995
Ter,Paajarvi,-107.572125420045
Ter,Paajarvi,-125.831323646801
Ter,Paajarvi,-125.970169177556
Ter,Paajarvi,-141.193039173766
Ter,Paajarvi,-119.803422362518
Ter,Paajarvi,-93.1931277440173
Ter,Paajarvi,-128.547587006351
Ter,Paajarvi,-127.35164366687
Ter,Paajarvi,-121.149993885252
Ter,Paajarvi,-100.201875970469
Ter,Paajarvi,-126.224782344191
Ter,Paajarvi,-127.105817023096
Ter,Paajarvi,-108.979685634725
Ter,Paajarvi,-125.690843680542
Ter,Paajarvi,-129.01938433119
Ter,Paajarvi,-123.98289666074
Ter,Paajarvi,-122.246924950905
Ter,Paajarvi,-121.475785329072
Ter,Paajarvi,-118.906579268817
Ter,Paajarvi,-100.481854539964
Ter,Paajarvi,-114.81880033306
Ter,Paajarvi,-126.553285437533
Ter,Paajarvi,-120.19045845043
Ter,Paajarvi,-128.194812080123
Ter,Paajarvi,-132.714897926942
Ter,Paajarvi,-114.975953996405
Ter,Paajarvi,-124.335935764676
Ter,Paajarvi,-121.629683415865
Ter,Paajarvi,-111.23810652606
Ter,Paajarvi,-114.986911252257
Ter,Paajarvi,-96.6645156202715
Ter,Paajarvi,-121.622227815768
Ter,Paajarvi,-123.81395655194
Ter,Paajarvi,-90.0018814928506
Ter,Paajarvi,-120.758873652536
Ter,Paajarvi,-108.455861203736
Ter,Paajarvi,-116.927795400714
Ter,Paajarvi,-145.897036568454
Ter,Paajarvi,-131.870989681868
Ter,Paajarvi,-123.035803045854
Ter,Paajarvi,-114.849770352997
Ter,Paajarvi,-128.752065469948
Ter,Paajarvi,-132.844724864031
Ter,Paajarvi,-112.729706835794
Ter,Paajarvi,-102.813674234604
Ter,Paajarvi,-118.946771205824
Ter,Paajarvi,-128.864837017282
Ter,Paajarvi,-108.127370116831
Ter,Paajarvi,-110.948417719042
Ter,Paajarvi,-120.205800937617
Ter,Paajarvi,-124.810859920789
Ter,Paajarvi,-131.629393849822
Ter,Paajarvi,-120.07197641422
Ter,Paajarvi,-129.448716506335
Ter,Paajarvi,-124.52758488096
Ter,Paajarvi,-117.193446993971
Ter,Paajarvi,-122.818692184871
Ter,Paajarvi,-131.982415223177
Ter,Paajarvi,-116.686920023448
Ter,Paajarvi,-132.173093231356
Ter,Paajarvi,-105.174377419459
Ter,Paajarvi,-126.588715823545
Ter,Paajarvi,-124.091518609223
Ter,Paajarvi,-129.146510556702
Ter,Paajarvi,-104.992716694026
Ter,Paajarvi,-128.079873613883
Ter,Paajarvi,-109.90948795846
Ter,Paajarvi,-141.198985991657
Ter,Paajarvi,-129.80655055857
Ter,Paajarvi,-126.836906953434
Ter,Paajarvi,-116.416397652671
Ter,Paajarvi,-119.764074391792
Ter,Paajarvi,-112.663981813096
Ter,Paajarvi,-133.747347342992
Ter,Paajarvi,-107.68108181258
Aq,Pankajarvi,-222.808243101063
Aq,Pankajarvi,-188.411515360784
Aq,Pankajarvi,-172.539477792215
Aq,Pankajarvi,-211.213206408419
Aq,Pankajarvi,-186.014549278444
Aq,Pankajarvi,-209.346389484426
Aq,Pankajarvi,-194.658556059164
Aq,Pankajarvi,-181.687395188778
Aq,Pankajarvi,-175.779412044322
Aq,Pankajarvi,-170.057549487942
Aq,Pankajarvi,-196.20758085575
Aq,Pankajarvi,-128.185273322662
Aq,Pankajarvi,-200.61586932081
Aq,Pankajarvi,-158.330153209214
Aq,Pankajarvi,-158.1943985207
Aq,Pankajarvi,-225.512484199581
Aq,Pankajarvi,-131.185620857625
Aq,Pankajarvi,-183.770805795534
Aq,Pankajarvi,-158.638564671659
Aq,Pankajarvi,-168.126872223982
Aq,Pankajarvi,-187.276943527318
Aq,Pankajarvi,-172.113526087763
Aq,Pankajarvi,-205.891794491269
Aq,Pankajarvi,-198.497260202892
Aq,Pankajarvi,-175.518978225101
Aq,Pankajarvi,-171.434909339812
Aq,Pankajarvi,-216.451128089365
Aq,Pankajarvi,-201.38844918337
Aq,Pankajarvi,-164.778417725361
Aq,Pankajarvi,-143.489458370107
Aq,Pankajarvi,-204.236219033277
Aq,Pankajarvi,-223.933596105147
Aq,Pankajarvi,-188.262594801756
Aq,Pankajarvi,-190.696862248323
Aq,Pankajarvi,-204.260389244024
Aq,Pankajarvi,-207.51381599331
Aq,Pankajarvi,-192.147374408733
Aq,Pankajarvi,-143.953048030206
Aq,Pankajarvi,-170.209049367144
Aq,Pankajarvi,-152.542230195649
Aq,Pankajarvi,-176.360316263413
Aq,Pankajarvi,-216.742894432017
Aq,Pankajarvi,-130.847931194315
Aq,Pankajarvi,-185.68974289991
Aq,Pankajarvi,-224.77976119719
Aq,Pankajarvi,-141.936315024963
Aq,Pankajarvi,-215.719519210209
Aq,Pankajarvi,-186.005654076132
Aq,Pankajarvi,-220.858525036209
Aq,Pankajarvi,-194.177262142571
Aq,Pankajarvi,-133.657481254812
Aq,Pankajarvi,-138.762731610538
Aq,Pankajarvi,-176.578158570025
Aq,Pankajarvi,-204.300413027842
Aq,Pankajarvi,-207.964747300137
Aq,Pankajarvi,-188.349475017582
Aq,Pankajarvi,-179.09359692792
Aq,Pankajarvi,-186.113255539748
Aq,Pankajarvi,-178.168021903728
Aq,Pankajarvi,-167.827066128915
Aq,Pankajarvi,-160.619584382821
Aq,Pankajarvi,-176.165511297312
Aq,Pankajarvi,-141.172258080178
Aq,Pankajarvi,-180.554067613385
Aq,Pankajarvi,-149.940525233901
Aq,Pankajarvi,-176.541540222696
Aq,Pankajarvi,-175.671136740652
Aq,Pankajarvi,-197.555687881067
Aq,Pankajarvi,-208.105909770639
Aq,Pankajarvi,-179.625958844076
Aq,Pankajarvi,-162.763398449975
Aq,Pankajarvi,-217.837011349816
Aq,Pankajarvi,-203.130689915737
Aq,Pankajarvi,-212.799900721085
Aq,Pankajarvi,-213.778845786544
Aq,Pankajarvi,-205.556271226433
Aq,Pankajarvi,-201.021723329158
Aq,Pankajarvi,-158.307652423489
Aq,Pankajarvi,-174.378660505909
Aq,Pankajarvi,-208.040327717504
Aq,Pankajarvi,-161.352898831871
Aq,Pankajarvi,-206.608675112907
Aq,Pankajarvi,-199.625668599127
Aq,Pankajarvi,-137.048510238238
Aq,Pankajarvi,-207.030470194609
Aq,Pankajarvi,-136.469379450445
Aq,Pankajarvi,-201.21292042788
Aq,Pankajarvi,-195.485496107611
Aq,Pankajarvi,-169.533510729854
Aq,Pankajarvi,-195.002755042243
Aq,Pankajarvi,-210.807427539782
Aq,Pankajarvi,-213.08731400347
Aq,Pankajarvi,-185.626339033919
Aq,Pankajarvi,-209.293190632995
Aq,Pankajarvi,-201.639402435741
Aq,Pankajarvi,-209.227669542164
Aq,Pankajarvi,-174.774815439392
Aq,Pankajarvi,-148.229714889347
Aq,Pankajarvi,-154.32611407237
Aq,Pankajarvi,-173.881242845006
Ter,Pankajarvi,-108.926715316024
Ter,Pankajarvi,-103.014884054282
Ter,Pankajarvi,-106.9893591067
Ter,Pankajarvi,-118.09645636059
Ter,Pankajarvi,-132.892306701407
Ter,Pankajarvi,-99.6948609913677
Ter,Pankajarvi,-117.038630453652
Ter,Pankajarvi,-117.220694127795
Ter,Pankajarvi,-114.906633872155
Ter,Pankajarvi,-118.921810341865
Ter,Pankajarvi,-109.555055253027
Ter,Pankajarvi,-121.436561798654
Ter,Pankajarvi,-108.415972144709
Ter,Pankajarvi,-105.149936927347
Ter,Pankajarvi,-118.491816123703
Ter,Pankajarvi,-85.5437273083141
Ter,Pankajarvi,-107.896561546627
Ter,Pankajarvi,-110.354114239538
Ter,Pankajarvi,-104.671278244451
Ter,Pankajarvi,-126.873638560017
Ter,Pankajarvi,-111.032894244586
Ter,Pankajarvi,-125.10974386826
Ter,Pankajarvi,-110.005732524368
Ter,Pankajarvi,-115.448305188044
Ter,Pankajarvi,-109.651969856285
Ter,Pankajarvi,-113.366341403635
Ter,Pankajarvi,-136.828236019318
Ter,Pankajarvi,-110.845241972011
Ter,Pankajarvi,-107.400715439123
Ter,Pankajarvi,-100.919991217456
Ter,Pankajarvi,-116.912951396829
Ter,Pankajarvi,-97.3966167690983
Ter,Pankajarvi,-99.0925020124012
Ter,Pankajarvi,-112.240270097899
Ter,Pankajarvi,-112.946634437944
Ter,Pankajarvi,-122.866294725421
Ter,Pankajarvi,-104.52798625224
Ter,Pankajarvi,-132.539780152398
Ter,Pankajarvi,-110.054743623762
Ter,Pankajarvi,-100.820138465808
Ter,Pankajarvi,-120.752642188492
Ter,Pankajarvi,-115.339073629816
Ter,Pankajarvi,-130.929637673512
Ter,Pankajarvi,-113.332646994499
Ter,Pankajarvi,-110.20745208172
Ter,Pankajarvi,-114.417057782684
Ter,Pankajarvi,-118.476702294702
Ter,Pankajarvi,-139.003126305814
Ter,Pankajarvi,-116.37851699575
Ter,Pankajarvi,-123.182341813231
Ter,Pankajarvi,-104.490265388789
Ter,Pankajarvi,-98.9698526432756
Ter,Pankajarvi,-115.775908933859
Ter,Pankajarvi,-108.416195961881
Ter,Pankajarvi,-95.5208675032833
Ter,Pankajarvi,-144.611935559114
Ter,Pankajarvi,-121.133041961312
Ter,Pankajarvi,-109.283277840864
Ter,Pankajarvi,-119.418761795419
Ter,Pankajarvi,-130.59570450245
Ter,Pankajarvi,-102.522701026195
Ter,Pankajarvi,-114.289770425197
Ter,Pankajarvi,-124.783262614994
Ter,Pankajarvi,-108.130027892967
Ter,Pankajarvi,-131.685271661957
Ter,Pankajarvi,-129.657247892333
Ter,Pankajarvi,-111.462571476911
Ter,Pankajarvi,-102.158773311133
Ter,Pankajarvi,-123.023409936753
Ter,Pankajarvi,-109.339148377891
Ter,Pankajarvi,-116.247075153154
Ter,Pankajarvi,-108.968190213831
Ter,Pankajarvi,-116.04086161161
Ter,Pankajarvi,-122.115636011097
Ter,Pankajarvi,-126.689411252338
Ter,Pankajarvi,-116.382173910352
Ter,Pankajarvi,-104.821557879987
Ter,Pankajarvi,-113.202614233847
Ter,Pankajarvi,-114.889841714553
Ter,Pankajarvi,-131.785130929326
Ter,Pankajarvi,-121.229648119974
Ter,Pankajarvi,-97.8021267293877
Ter,Pankajarvi,-124.87098294098
Ter,Pankajarvi,-128.77223765254
Ter,Pankajarvi,-139.918701396502
Ter,Pankajarvi,-137.704061349449
Ter,Pankajarvi,-104.172513122242
Ter,Pankajarvi,-131.488644791467
Ter,Pankajarvi,-108.005894286867
Ter,Pankajarvi,-123.696980874
Ter,Pankajarvi,-105.557011626387
Ter,Pankajarvi,-130.375697284083
Ter,Pankajarvi,-111.641668493414
Ter,Pankajarvi,-108.351482063594
Ter,Pankajarvi,-110.058114416365
Ter,Pankajarvi,-111.858074451866
Ter,Pankajarvi,-122.687030316414
Ter,Pankajarvi,-104.046303859243
Ter,Pankajarvi,-112.18525560909
Ter,Pankajarvi,-126.634895282136
Aq,Pesosjarvi,-192.969310830737
Aq,Pesosjarvi,-194.927031002963
Aq,Pesosjarvi,-184.094524532013
Aq,Pesosjarvi,-190.756451887507
Aq,Pesosjarvi,-239.427893249547
Aq,Pesosjarvi,-256.987648622324
Aq,Pesosjarvi,-180.228805679262
Aq,Pesosjarvi,-229.309683870205
Aq,Pesosjarvi,-175.24493882213
Aq,Pesosjarvi,-207.857856180257
